VALUE,HEIGHT,LEFT,RIGHT,AGE,NATIONALITY,GOAL,ASSIST,MINUTES,SCORINGABILITY,PASS,TACKLE,DRIBBLE,SAVE,CLEANSHEET
65000,183,1,0,25,0,0.0,0.09,1007,0.0,79.9,16,36.4,0.0,0.0
80000,178,0,1,29,0,0.05,0.0,1760,0.5,85.6,25,42.1,0.0,0.0
7500,182,0,1,21,1,0.0,0.0,3,0.0,50.0,0,0.0,0.0,0.0
3000000,171,1,0,27,0,0.18,0.27,2014,0.8999999999999999,80.2,15,72.2,0.0,0.0
3000000,172,0,1,29,1,0.22,0.0,824,0.30000000000000004,81.0,5,66.7,0.0,0.0
900,193,0,1,26,1,0.0,0.0,2997,0.0,76.7,0,0.0,0.696,5.9
2000000,186,1,0,26,1,0.0,0.0,130,0.0,86.4,0,66.7,0.0,0.0
2000000,190,0,1,28,0,0.33,0.0,553,-1.5,72.1,0,75.0,0.0,0.0
4000000,178,1,0,29,1,0.55,0.0,1784,0.40000000000000036,77.8,14,62.9,0.0,0.0
72500,185,1,0,31,0,0.09,0.0,3132,1.3,86.2,29,63.6,0.0,0.0
1600000,180,0,1,27,1,0.05,0.05,1664,-1.2999999999999998,79.5,20,54.2,0.0,0.0
2000000,180,0,1,30,0,0.52,0.07,2440,-1.1999999999999993,75.1,17,64.3,0.0,0.0
55000,187,0,1,28,0,0.12,0.0,768,0.8,84.9,15,75.0,0.0,0.0
32500,191,1,0,26,1,0.0,0.0,844,-0.2,87.1,4,100.0,0.0,0.0
2000000,176,0,1,24,0,0.0,0.21,2138,-0.5,86.3,27,57.1,0.0,0.0
15000,186,0,1,23,0,0.0,0.0,20,0.0,66.7,0,0.0,0.0,0.0
80000,188,0,1,30,0,0.0,0.0,1909,-0.8,76.9,22,62.5,0.0,0.0
40000,187,0,1,34,0,0.0,0.08,2261,-0.1,86.4,16,100.0,0.0,0.0
2000000,184,0,1,27,0,0.19,0.38,947,0.0,75.7,7,69.0,0.0,0.0
1500000,189,0,1,28,1,0.08,0.17,1085,0.09999999999999998,83.3,22,73.9,0.0,0.0
72500,192,0,1,29,0,0.09,0.0,964,0.09999999999999998,79.6,12,56.5,0.0,0.0
95000,191,1,0,28,1,0.0,0.09,2003,-0.7,78.7,44,75.0,0.0,0.0
45000,180,1,0,20,1,0.0,0.58,155,-0.1,74.4,4,50.0,0.0,0.0
65000,187,0,1,29,0,0.0,0.0,423,0.0,71.2,0,0.0,0.704,25.0
5000000,183,0,1,26,1,0.0,0.0,770,-0.4,79.1,9,75.0,0.0,0.0
1000000,180,0,1,29,0,0.11,0.0,790,-1.4,74.1,1,68.8,0.0,0.0
2000000,175,0,1,24,0,0.0,0.0,337,-0.5,75.3,3,56.5,0.0,0.0
6000000,167,0,1,25,1,0.34,0.17,531,0.30000000000000004,82.7,1,80.0,0.0,0.0
300000,181,0,1,21,0,0.49,0.49,184,0.5,67.6,3,57.1,0.0,0.0
4000000,189,0,1,22,1,0.0,0.0,1997,-0.7,78.0,26,60.0,0.0,0.0
9000000,177,0,1,28,1,0.28,0.05,1934,-0.7000000000000002,69.0,9,61.5,0.0,0.0
9000000,175,1,0,18,0,0.16,0.0,558,0.0,65.6,10,55.0,0.0,0.0
3000000,175,0,1,27,0,0.0,0.03,2684,-0.4,70.0,47,40.0,0.0,0.0
4000000,191,0,1,28,1,0.07,0.15,1213,-3.9000000000000004,68.2,10,62.5,0.0,0.0
65000,187,1,0,35,0,0.0,0.0,2429,0.0,51.4,0,0.0,0.677,29.6
12000000,189,0,0,22,1,0.26,0.13,1385,0.10000000000000009,61.3,5,48.6,0.0,0.0
800,180,0,1,29,0,0.0,0.0,815,-0.6,76.8,8,50.0,0.0,0.0
50,190,0,1,18,0,0.0,0.0,115,-0.3,73.3,0,66.7,0.0,0.0
80000,187,0,1,27,0,0.0,0.0,78,0.0,81.0,0,100.0,0.0,0.0
5000000,172,0,1,30,0,0.04,0.13,2012,-0.3999999999999999,80.0,29,58.2,0.0,0.0
1000000,188,0,1,24,0,0.0,0.0,219,-0.2,69.6,2,100.0,0.0,0.0
2000000,185,0,1,25,1,0.05,0.0,1874,0.5,74.0,24,100.0,0.0,0.0
6000000,178,0,1,30,0,0.04,0.04,2194,-0.10000000000000009,78.4,42,50.0,0.0,0.0
2000000,183,0,1,28,0,0.0,0.0,1570,-1.2,86.5,23,56.0,0.0,0.0
1000000,191,0,1,22,0,0.0,0.0,311,0.0,86.4,3,66.7,0.0,0.0
2000000,170,1,0,25,1,0.05,0.09,1931,-0.10000000000000009,66.2,32,71.2,0.0,0.0
15000000,174,0,1,21,0,0.42,0.09,1914,4.4,68.2,10,48.8,0.0,0.0
1000000,174,0,1,30,1,0.0,0.05,1871,-0.4,68.9,23,61.1,0.0,0.0
95000,176,0,1,23,0,0.0,0.0,1220,-0.7,73.9,18,57.9,0.0,0.0
3000000,178,1,0,25,1,0.03,0.06,2785,-0.6000000000000001,69.0,19,66.7,0.0,0.0
3000000,191,1,0,30,1,0.0,0.0,1918,-0.9,71.2,25,75.0,0.0,0.0
1000000,185,0,0,21,0,0.0,0.0,990,-0.3,56.6,0,0.0,0.618,9.1
1200000,183,0,1,23,0,0.0,0.0,951,-0.2,79.9,7,0.0,0.0,0.0
8000000,175,0,1,29,0,0.0,0.31,867,-0.6,67.9,11,34.5,0.0,0.0
17000000,182,0,1,21,0,0.26,0.35,2083,-2.6999999999999993,76.7,12,47.4,0.0,0.0
4000000,188,0,1,29,0,0.0,0.0,331,0.0,78.7,2,0.0,0.0,0.0
40000000,178,1,0,22,0,0.11,0.11,2373,2.0,78.1,26,50.0,0.0,0.0
8000000,178,0,1,21,0,0.1,0.1,893,0.5,86.6,13,53.8,0.0,0.0
12000000,188,0,0,31,1,0.03,0.03,3383,-1.6,88.0,31,90.0,0.0,0.0
1000000,187,1,0,33,1,0.0,0.0,772,-0.2,81.0,9,57.1,0.0,0.0
14000000,180,0,1,23,0,0.29,0.43,622,-0.5,82.9,5,40.7,0.0,0.0
45000,191,0,1,20,0,0.0,0.0,11,-0.1,62.5,0,0.0,0.0,0.0
12000000,185,1,0,22,1,0.47,0.28,960,0.20000000000000018,81.0,5,65.5,0.0,0.0
1000000,181,0,1,28,0,0.0,0.0,6,0.0,100.0,0,0.0,0.0,0.0
3000000,183,0,1,21,0,0.0,0.09,1012,-0.4,81.1,20,76.5,0.0,0.0
48000000,175,0,1,22,0,0.21,0.1,2624,1.0999999999999996,76.6,39,67.5,0.0,0.0
5000000,167,0,1,27,1,0.0,0.0,291,0.0,91.5,4,66.7,0.0,0.0
1000000,185,0,1,35,1,0.0,0.0,436,-0.1,92.4,4,100.0,0.0,0.0
36000000,183,0,1,22,1,0.07,0.03,2674,0.10000000000000009,85.9,76,80.0,0.0,0.0
32000000,175,0,1,25,1,0.11,0.07,2520,1.9,80.7,68,67.0,0.0,0.0
24000000,178,0,1,26,1,0.36,0.18,2004,2.3,79.7,34,64.7,0.0,0.0
19000000,181,0,1,25,1,0.08,0.16,1134,-0.3999999999999999,82.7,18,50.0,0.0,0.0
9000000,189,0,1,32,1,0.0,0.0,3420,0.0,76.7,0,0.0,0.738,34.2
40000000,187,0,1,23,1,0.03,0.03,3036,-1.2999999999999998,90.9,47,81.8,0.0,0.0
1000000,181,1,0,19,0,0.0,0.34,267,0.0,82.1,3,66.7,0.0,0.0
44000000,176,0,1,22,1,0.1,0.19,2828,-0.2999999999999998,80.7,40,65.2,0.0,0.0
16000000,179,0,1,32,0,0.68,0.15,3033,2.6999999999999993,68.0,11,56.8,0.0,0.0
12000000,172,0,1,24,1,0.3,0.09,2114,2.4000000000000004,73.3,27,64.4,0.0,0.0
4000000,185,0,1,24,1,0.0,0.0,809,-0.2,78.8,10,80.0,0.0,0.0
12000000,179,0,1,26,0,0.06,0.2,3156,-0.5,77.8,25,62.4,0.0,0.0
2000000,181,1,0,27,0,0.0,0.1,1848,-0.2,73.2,19,64.1,0.0,0.0
1000000,176,0,1,32,0,0.09,0.0,989,0.4,80.2,15,55.6,0.0,0.0
72500,186,0,1,30,1,0.0,0.0,485,-0.1,86.0,7,100.0,0.0,0.0
8000000,182,0,1,28,0,0.0,0.0,3240,0.0,67.2,0,0.0,0.761,13.9
2000000,180,1,0,27,1,0.28,0.0,654,0.3999999999999999,53.2,3,37.9,0.0,0.0
1000000,184,0,1,29,0,0.0,0.0,456,0.0,84.6,4,0.0,0.0,0.0
10000,176,0,1,20,1,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0
2000000,176,0,1,30,0,0.13,0.0,672,-1.4,58.3,4,20.0,0.0,0.0
6000000,180,0,1,32,0,0.14,0.07,2519,-0.7000000000000002,67.4,7,49.0,0.0,0.0
8000000,179,0,1,28,0,0.44,0.04,2267,0.5999999999999996,63.4,11,46.2,0.0,0.0
25000,182,0,1,21,0,0.0,0.0,33,-0.1,80.6,28,0.0,0.0,0.0
3000000,182,0,1,22,0,0.34,0.08,2140,0.2999999999999998,79.7,4,52.6,0.0,0.0
3000000,183,0,1,25,0,0.15,0.07,1236,-0.3999999999999999,83.6,16,54.5,0.0,0.0
2000000,175,0,1,30,0,0.0,0.11,2432,-0.2,78.7,32,64.7,0.0,0.0
1000000,185,0,1,30,0,0.04,0.04,2374,0.30000000000000004,82.8,21,55.6,0.0,0.0
3000000,186,0,1,26,1,0.05,0.0,1993,0.8,88.3,22,75.0,0.0,0.0
3000000,182,1,0,28,0,0.24,0.14,1875,2.4,72.4,25,64.6,0.0,0.0
800,180,1,0,29,0,0.0,0.11,1589,-0.2,80.7,13,67.5,0.0,0.0
4000000,182,0,1,25,1,0.0,0.0,2610,-0.9,82.0,26,66.7,0.0,0.0
3000000,187,1,0,27,1,0.0,0.11,1569,-0.2,87.9,24,100.0,0.0,0.0
13000000,185,0,1,26,1,0.54,0.08,1174,-0.09999999999999964,73.7,2,76.2,0.0,0.0
16000000,180,0,1,22,0,0.05,0.1,1857,-1.5,78.9,13,59.3,0.0,0.0
12000000,171,0,1,30,1,0.04,0.13,2118,-0.3999999999999999,85.9,31,59.1,0.0,0.0
29000000,178,1,0,21,1,0.41,0.25,1090,0.7999999999999998,67.8,4,58.1,0.0,0.0
2000000,184,0,1,31,1,0.1,0.1,1791,0.19999999999999996,90.3,29,90.0,0.0,0.0
12000000,184,0,1,29,0,0.25,0.38,1424,-1.9000000000000004,68.9,11,57.5,0.0,0.0
7000000,185,0,1,30,0,0.13,0.07,1373,1.3,85.2,32,75.0,0.0,0.0
7000000,186,0,1,30,0,0.07,0.03,2726,0.7,92.8,44,100.0,0.0,0.0
24000000,183,1,0,26,0,0.06,0.29,1573,-1.7999999999999998,78.0,22,79.5,0.0,0.0
27000000,170,1,0,20,1,0.25,0.25,1771,0.20000000000000018,73.6,4,61.5,0.0,0.0
5200000,186,0,1,28,1,0.0,0.0,1029,-0.5,90.7,15,100.0,0.0,0.0
81000000,189,1,0,20,0,0.44,0.22,2454,2.9000000000000004,85.2,20,51.3,0.0,0.0
8000000,192,0,1,29,1,0.0,0.0,3060,0.0,76.4,0,0.0,0.693,29.4
22000000,177,0,1,20,1,0.0,0.0,177,-0.2,85.4,5,100.0,0.0,0.0
13500000,177,0,1,19,1,0.89,0.59,304,1.1,80.4,3,63.6,0.0,0.0
80000,186,0,1,24,1,0.0,0.0,2,0.0,0.0,0,0.0,0.0,0.0
8000000,186,0,1,20,1,0.0,0.0,114,0.0,85.9,0,100.0,0.0,0.0
4000000,179,1,0,24,1,0.0,0.1,909,0.0,84.8,16,58.8,0.0,0.0
29000000,195,0,1,23,0,0.0,0.04,2092,-0.2,90.5,18,81.3,0.0,0.0
18000000,194,0,1,20,1,0.0,0.0,1058,0.0,92.2,19,62.5,0.0,0.0
28000000,179,1,0,27,0,0.44,0.31,2047,-1.5,71.0,11,54.5,0.0,0.0
8000000,177,0,1,25,0,0.08,0.0,1172,-0.10000000000000009,79.5,30,70.0,0.0,0.0
7500000,176,1,0,26,1,0.0,0.09,1903,-0.3,85.4,50,78.6,0.0,0.0
24000000,175,0,1,16,0,0.25,0.0,367,0.7,81.7,3,62.2,0.0,0.0
8000000,180,0,1,28,0,0.09,0.04,2054,1.0,79.2,63,85.2,0.0,0.0
5000000,175,1,0,23,1,0.22,0.11,828,0.7,72.2,9,68.4,0.0,0.0
16000000,175,0,1,23,0,0.05,0.19,1937,-4.1,80.5,10,60.0,0.0,0.0
6000000,178,1,0,19,1,0.0,0.06,1419,-0.4,75.4,14,52.9,0.0,0.0
20000000,180,0,1,22,1,0.0,0.09,2070,-0.3,80.1,34,45.2,0.0,0.0
4000000,190,0,1,19,1,0.0,0.0,661,0.0,88.0,8,33.3,0.0,0.0
28000000,190,1,0,21,1,0.04,0.0,2087,0.09999999999999998,84.3,31,71.4,0.0,0.0
1000000,191,0,1,35,1,0.04,0.04,2205,-0.8999999999999999,88.4,15,83.3,0.0,0.0
3000000,174,1,0,31,1,0.0,0.0,54,0.0,60.7,1,66.7,0.0,0.0
36000000,175,1,0,21,0,0.13,0.26,2057,-1.4000000000000004,77.1,13,53.8,0.0,0.0
3000000,179,1,0,22,1,0.0,0.0,48,0.0,79.5,3,0.0,0.0,0.0
17000000,191,0,1,23,0,0.0,0.0,2520,0.0,64.4,0,0.0,0.705,42.9
2000000,180,1,0,25,1,0.0,0.0,1110,-0.1,79.7,32,60.0,0.0,0.0
15000,188,0,1,19,1,0.0,0.0,15,0.0,100.0,0,0.0,0.0,0.0
5000,189,0,1,19,1,0.0,0.0,79,0.0,87.2,0,0.0,0.0,0.0
27000000,186,0,1,20,1,0.51,0.16,2287,-2.0,63.0,5,41.7,0.0,0.0
10000,177,0,1,19,1,0.0,0.0,9,0.0,66.7,0,0.0,0.0,0.0
2000000,173,0,1,30,0,0.0,0.0,450,0.0,76.1,12,54.5,0.0,0.0
2000000,185,0,1,32,0,0.65,0.0,963,2.5,80.1,4,69.6,0.0,0.0
16000000,176,0,1,21,1,0.18,0.06,1483,1.1,87.5,0,65.8,0.0,0.0
8000000,186,0,1,27,0,0.22,0.0,415,0.30000000000000004,93.1,5,50.0,0.0,0.0
24000000,188,0,1,20,0,0.0,0.0,1213,0.0,90.2,17,90.5,0.0,0.0
7000000,185,0,1,19,1,0.0,0.0,85,0.0,67.7,1,100.0,0.0,0.0
7000000,186,0,0,24,1,0.0,0.0,709,-1.0,86.2,13,50.0,0.0,0.0
13000000,183,1,0,22,1,0.11,0.42,848,-0.8999999999999999,69.6,12,45.5,0.0,0.0
4000000,190,0,1,32,1,0.0,0.0,875,0.0,72.3,0,0.0,0.643,22.2
99000000,180,0,1,20,0,0.11,0.37,3175,1.2000000000000002,71.6,25,46.4,0.0,0.0
72000000,191,0,1,26,1,0.0,0.04,2543,0.0,85.8,0,0.0,0.722,44.8
80000000,193,0,1,28,1,0.13,0.03,3420,2.1,90.5,20,60.0,0.0,0.0
4000000,170,1,0,16,0,0.0,0.0,8,0.0,80.0,0,100.0,0.0,0.0
56000000,188,0,1,25,1,0.09,0.13,2079,1.6,87.3,53,83.3,0.0,0.0
72000000,181,0,1,27,1,0.27,0.24,2988,-4.5,79.5,26,60.8,0.0,0.0
33000000,188,0,1,22,0,0.0,0.0,2004,0.0,88.9,15,68.8,0.0,0.0
28000000,187,0,1,29,0,0.16,0.2,2238,2.6,84.2,36,54.5,0.0,0.0
1000000,185,0,1,18,0,0.71,0.0,126,0.09999999999999998,86.7,2,100.0,0.0,0.0
33000000,172,0,1,24,1,0.22,0.33,815,0.5,88.9,20,76.9,0.0,0.0
9000000,172,0,0,31,0,0.24,0.24,382,-0.10000000000000009,84.8,12,33.3,0.0,0.0
16000000,188,0,1,30,1,0.0,0.12,777,-0.3,87.9,9,100.0,0.0,0.0
120000000,174,0,1,27,1,0.59,0.23,2747,4.199999999999999,80.3,35,65.5,0.0,0.0
32000000,195,0,1,27,1,0.13,0.0,703,0.7,87.2,9,100.0,0.0,0.0
6000000,175,0,1,33,0,0.19,0.19,937,-0.10000000000000009,85.9,10,69.2,0.0,0.0
10000000,174,0,1,24,1,0.0,0.0,249,-1.4,88.3,3,50.0,0.0,0.0
16000000,185,0,1,24,1,0.5,0.13,717,1.7999999999999998,72.1,10,42.3,0.0,0.0
28000000,175,0,1,25,0,0.24,0.06,1485,1.1,79.1,14,64.8,0.0,0.0
64000000,178,1,0,25,1,0.06,0.35,3111,0.3999999999999999,80.9,32,50.0,0.0,0.0
120000000,175,1,0,27,1,0.59,0.31,2876,-0.3999999999999986,74.3,13,66.7,0.0,0.0
16000000,169,1,0,27,1,0.49,0.0,185,0.4,82.6,0,50.0,0.0,0.0
40000000,175,0,1,28,1,0.12,0.0,2935,0.8999999999999999,90.7,29,62.8,0.0,0.0
4000000,183,0,1,18,1,0.0,0.0,230,-0.3,80.5,2,46.2,0.0,0.0
16000000,192,0,1,23,1,0.06,0.0,1531,0.09999999999999998,91.1,10,100.0,0.0,0.0
49000000,175,0,1,21,0,0.14,0.18,1956,-0.7000000000000002,84.7,19,62.5,0.0,0.0
4500000,173,1,0,18,0,0.0,0.0,45,0.0,85.1,0,0.0,0.0,0.0
7000000,174,0,1,19,0,0.0,0.0,568,-0.2,86.7,11,42.9,0.0,0.0
18000000,176,0,1,15,0,0.0,0.0,143,-0.2,66.7,2,66.7,0.0,0.0
10000000,179,1,0,22,1,0.27,0.2,1330,1.2999999999999998,72.3,14,66.7,0.0,0.0
40000000,183,0,1,23,0,0.66,0.08,2188,4.4,74.0,9,46.0,0.0,0.0
12000000,184,0,1,24,1,0.0,0.04,2131,-0.7,95.2,16,69.2,0.0,0.0
44000000,176,0,1,25,1,0.8,0.18,1018,4.0,75.9,9,64.2,0.0,0.0
14000000,178,0,1,24,0,0.0,0.0,1346,-0.1,79.9,21,54.5,0.0,0.0
4000000,180,0,1,19,0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,0.0
6000000,174,1,0,24,1,0.0,0.0,818,0.0,86.6,15,65.4,0.0,0.0
17000000,184,1,0,28,1,0.0,0.0,2340,0.0,82.6,0,0.0,0.729,30.8
4500000,181,0,1,21,1,0.45,0.0,200,0.7,87.1,9,66.7,0.0,0.0
2400000,178,1,0,30,1,0.0,0.11,829,-0.1,82.4,17,69.2,0.0,0.0
3000000,191,0,1,32,1,0.0,0.0,1503,-0.5,87.1,16,0.0,0.0,0.0
16000000,177,0,1,27,1,0.0,0.3,1812,-1.2,86.4,31,75.0,0.0,0.0
5000000,172,0,1,29,1,0.0,0.0,700,-0.1,81.9,18,55.0,0.4,0.0
22000000,184,0,1,21,0,0.23,0.11,783,1.0,80.6,1,73.3,0.0,0.0
90000,192,0,1,19,0,0.0,0.0,9,0.0,80.0,0,0.0,0.0,0.0
700000,198,0,1,33,1,0.0,0.0,180,0.0,91.5,0,0.0,0.818,50.0
10000000,184,0,1,22,0,0.08,0.15,1198,-1.0,78.2,15,60.0,0.0,0.0
5000000,180,0,1,23,1,0.0,0.08,1072,-0.5,81.2,25,55.0,0.0,0.0
14000000,185,0,1,26,1,0.33,0.17,538,0.0,78.3,5,61.5,0.0,0.0
16000000,185,0,1,22,0,0.1,0.1,1763,0.7,84.8,39,60.7,0.0,0.0
9000000,181,1,0,23,1,0.07,0.22,1253,-2.1,74.7,12,53.8,0.0,0.0
3000000,183,0,1,21,1,0.19,0.0,483,-0.8999999999999999,72.5,2,55.6,0.0,0.0
5000000,176,0,1,21,0,0.04,0.11,2351,-0.10000000000000009,71.7,35,49.2,0.0,0.0
4000000,174,0,1,19,1,0.0,0.19,938,-0.4,74.7,25,50.0,0.0,0.0
4000000,178,0,1,25,1,0.16,0.2,2266,1.1,76.0,45,65.2,0.0,0.0
2000000,178,0,1,31,0,0.11,0.21,1709,0.3999999999999999,62.9,14,50.0,0.0,0.0
3000000,189,0,1,27,1,0.0,0.0,675,-0.4,88.2,7,100.0,0.0,0.0
1000000,181,0,1,19,0,0.36,0.0,253,0.19999999999999996,76.9,5,54.5,0.0,0.0
1000000,187,0,1,28,1,0.0,0.0,102,0.0,60.9,0,0.0,0.0,0.0
5000000,190,0,1,23,1,0.06,0.0,1484,0.19999999999999996,84.9,26,55.6,0.0,0.0
1000000,193,1,0,25,0,0.0,0.0,805,-0.7,77.7,16,66.7,0.0,0.0
6000000,180,0,1,24,1,0.19,0.0,1866,0.8999999999999999,77.8,28,79.2,0.0,0.0
2000000,179,0,1,29,0,0.0,0.13,1373,-0.9,80.6,22,59.4,0.0,0.0
10000000,180,1,0,22,1,0.0,0.0,1792,-0.2,72.6,15,60.0,0.0,0.0
17000000,192,0,1,22,1,0.26,0.09,1053,-3.3,64.7,3,61.3,0.0,0.0
1000000,177,0,1,29,1,0.0,0.0,117,-0.1,78.2,1,75.0,0.0,0.0
2000000,192,1,0,21,0,0.0,0.0,1125,0.0,72.6,0,100.0,0.641,16.7
80000,170,0,1,25,1,0.0,0.0,315,0.0,60.0,6,50.0,0.0,0.0
9000000,190,1,0,23,1,0.03,0.06,2970,0.0,81.2,41,27.3,0.0,0.0
3000000,188,0,1,27,1,0.21,0.31,1728,-0.20000000000000018,64.1,12,68.3,0.0,0.0
2800000,185,0,1,23,0,0.2,0.15,1778,1.9,65.2,22,61.3,0.0,0.0
3000000,177,0,1,21,1,0.0,0.16,574,0.0,70.6,8,100.0,0.0,0.0
10000000,183,0,1,25,1,0.45,0.07,2602,2.3000000000000007,70.7,13,66.1,0.0,0.0
7000000,186,0,1,22,1,0.09,0.09,2113,1.2,88.8,36,69.2,0.0,0.0
1000000,193,0,1,31,1,0.08,0.08,1147,-3.8,64.3,4,60.9,0.0,0.0
3000000,195,0,1,24,0,0.0,0.0,1935,0.0,64.0,0,100.0,0.655,13.6
1500000,175,1,0,22,1,0.05,0.0,1805,0.7,73.2,23,57.8,0.0,0.0
600,191,0,1,26,0,0.0,0.0,109,0.0,65.7,0,50.0,0.0,0.0
2000000,182,0,1,23,1,0.0,0.0,2903,-0.9,81.4,45,85.2,0.0,0.0
6000000,190,1,0,28,1,0.42,0.07,2765,2.5999999999999996,65.2,21,55.3,0.0,0.0
32500,168,0,1,30,0,0.0,0.0,37,0.0,81.8,1,0.0,0.0,0.0
10000,180,0,1,37,0,0.0,0.19,473,-0.1,77.3,5,0.0,0.0,0.0
1000000,185,0,1,31,1,0.0,0.0,209,-0.5,63.5,1,0.0,0.0,0.0
8000000,176,0,1,20,1,0.3,0.06,1487,0.7999999999999998,70.3,11,64.7,0.0,0.0
2000000,172,0,1,23,0,0.0,0.16,1690,-0.6,84.7,25,62.5,0.0,0.0
65000,174,0,1,28,0,0.0,0.05,1768,-1.0,74.0,40,72.7,0.0,0.0
2500000,180,0,1,28,1,0.16,0.0,2188,-1.2999999999999998,72.2,19,43.3,0.0,0.0
3000000,170,1,0,24,1,0.0,0.0,93,0.0,73.2,0,0.0,0.0,0.0
13000000,173,1,0,18,1,0.16,0.16,2312,1.2000000000000002,70.5,25,60.0,0.0,0.0
30000,182,0,1,23,0,0.0,0.0,90,0.0,57.7,0,0.0,0.6,0.0
30000,184,0,0,32,0,0.0,0.0,130,0.0,81.8,2,100.0,0.0,0.0
5000000,174,0,1,20,0,0.06,0.12,1498,0.7,75.6,32,48.3,0.0,0.0
65000,181,1,0,26,0,0.0,0.0,279,-1.4,63.0,0,40.0,0.0,0.0
2000000,187,0,1,27,0,0.03,0.0,2775,-0.8,83.0,32,100.0,0.0,0.0
30000,186,0,1,34,0,0.0,0.0,3240,0.0,62.1,0,0.0,0.713,13.9
1000000,178,0,1,31,0,0.15,0.06,3039,0.5,81.4,36,66.7,0.0,0.0
1000000,165,1,0,14,1,0.0,0.0,8,0.0,100.0,0,0.0,0.0,0.0
1000000,177,1,0,28,1,0.0,0.0,82,0.0,85.7,0,66.7,0.0,0.0
1600000,174,0,1,22,0,0.0,0.13,1360,-0.5,68.5,17,16.7,0.0,0.0
65000,180,0,0,27,1,0.0,0.0,814,0.0,81.5,8,100.0,0.0,0.0
30000,186,0,1,27,0,0.0,0.0,150,-0.1,92.8,1,80.0,0.0,0.0
20000,178,0,1,35,0,0.18,0.11,2568,1.2000000000000002,82.9,20,47.6,0.0,0.0
1000000,179,0,1,26,1,0.0,0.0,330,-0.7,72.5,2,54.5,0.0,0.0
2000000,187,0,1,23,1,0.0,0.0,3182,-0.5,84.1,21,77.8,0.0,0.0
52000000,173,0,1,31,1,0.99,0.19,1452,2.0,77.4,5,60.0,0.0,0.0
25000000,171,1,0,22,1,0.0,0.0,423,-0.2,75.6,8,62.5,0.0,0.0
1000000,184,0,1,36,1,0.0,0.0,347,0.0,76.5,0,100.0,0.533,33.3
36000000,182,0,1,25,1,0.0,0.0,1208,-0.5,87.9,26,73.0,0.0,0.0
120000000,181,0,1,28,1,0.42,0.64,2791,5.4,74.6,28,64.6,0.0,0.0
56000000,188,1,0,25,1,0.0,0.0,3071,0.0,87.2,1,0.0,0.728,45.7
4000000,179,0,1,34,1,0.0,0.04,2397,-1.1,90.6,25,85.7,0.0,0.0
27000000,171,1,0,19,0,0.5,0.2,901,0.7000000000000002,84.8,9,77.4,0.0,0.0
6000000,183,0,1,18,1,0.0,0.0,793,-0.5,95.3,4,100.0,0.0,0.0
40000000,180,0,1,28,1,0.09,0.04,2020,-2.4000000000000004,91.0,19,81.5,0.0,0.0
56000000,175,0,1,22,1,0.62,0.31,2030,-4.5,87.5,19,69.9,0.0,0.0
60000000,189,1,0,25,1,0.08,0.0,1097,0.7,93.4,8,100.0,0.0,0.0
48000000,179,1,0,28,1,0.51,0.42,1944,3.8,84.9,21,64.5,0.0,0.0
28000000,185,1,0,25,1,0.0,0.12,1492,-0.3,86.2,17,74.2,0.0,0.0
14000000,183,0,1,31,1,0.1,0.0,1715,-0.3999999999999999,92.7,12,100.0,0.0,0.0
64000000,191,0,1,23,1,0.11,0.07,2486,2.0,93.1,44,80.6,0.0,0.0
80000000,183,1,0,23,1,0.0,0.0,12,-0.1,85.7,0,0.0,0.0,0.0
80000000,173,1,0,24,1,0.27,0.31,2030,-0.7000000000000002,87.0,26,67.2,0.0,0.0
12000000,170,1,0,33,1,0.3,0.49,1826,-0.2999999999999998,87.2,16,68.0,0.0,0.0
128000000,170,0,1,24,0,0.68,0.03,2651,2.8999999999999986,80.8,29,46.1,0.0,0.0
36000000,188,0,1,25,0,0.0,0.0,1122,-0.6,95.1,12,75.0,0.0,0.0
40000000,183,0,1,29,0,0.04,0.15,2392,0.0,87.9,23,78.1,0.0,0.0
24000000,175,1,0,22,1,0.0,0.0,1276,-0.4,88.9,16,50.0,0.0,0.0
17000000,187,0,1,25,1,0.0,0.0,150,0.0,88.9,0,100.0,0.0,0.0
6000000,185,1,0,19,1,0.0,0.0,37,-0.1,64.3,0,33.3,0.0,0.0
18000000,183,0,1,20,1,0.0,0.0,67,-0.2,79.7,2,0.0,0.0,0.0
48000000,179,0,1,24,1,0.61,0.53,1186,2.2,71.3,14,71.4,0.0,0.0
6000000,190,0,1,21,1,0.0,0.0,136,-0.1,84.9,1,100.0,0.0,0.0
17500000,169,1,0,26,1,0.0,0.0,2163,-2.0,85.4,51,76.9,0.0,0.0
2000000,182,0,1,18,0,0.0,0.0,9,0.0,100.0,0,0.0,0.0,0.0
40000000,192,0,1,28,1,0.0,0.0,3420,0.0,77.7,0,0.0,0.736,34.2
3000000,168,0,1,18,0,0.0,0.0,21,0.0,84.6,0,0.0,0.0,0.0
29000000,181,0,0,17,0,0.68,0.07,1320,6.4,85.2,13,67.7,0.0,0.0
5000000,181,0,1,30,1,0.0,0.0,101,-1.5,91.3,2,57.1,0.0,0.0
22000000,170,0,1,21,1,0.12,0.24,2287,-0.6000000000000001,73.0,15,44.4,0.0,0.0
7000000,185,0,1,27,0,0.0,0.0,135,-0.2,88.8,2,0.0,0.0,0.0
